HomeTeam,AwayTeam,FTHG,FTAG
Midtjylland,Odense,1,0
Aarhus,Randers FC,3,2
Sonderjyske,FC Copenhagen,1,3
Brondby,Hobro,0,2
Nordsjaelland,Aalborg,2,1
Odense,Aarhus,2,2
Hobro,Viborg,1,1
Esbjerg,Sonderjyske,0,4
FC Copenhagen,Nordsjaelland,1,1
Randers FC,Brondby,3,3
Aalborg,Midtjylland,0,2
Midtjylland,FC Copenhagen,0,0
Aarhus,Aalborg,2,3
Nordsjaelland,Esbjerg,1,2
Viborg,Brondby,0,4
Odense,Randers FC,2,3
Sonderjyske,Hobro,3,0
Hobro,Nordsjaelland,1,3
Randers FC,Viborg,0,1
Brondby,Sonderjyske,1,0
FC Copenhagen,Aarhus,2,2
Esbjerg,Midtjylland,1,1
Aalborg,Odense,5,1
Aarhus,Esbjerg,0,0
Sonderjyske,Viborg,2,1
Aalborg,Randers FC,0,2
Nordsjaelland,Brondby,0,2
Odense,FC Copenhagen,1,0
Midtjylland,Hobro,2,0
Hobro,Aarhus,0,3
Viborg,Nordsjaelland,0,1
Randers FC,Sonderjyske,1,0
FC Copenhagen,Aalborg,4,2
Brondby,Midtjylland,0,0
Esbjerg,Odense,4,2
FC Copenhagen,Randers FC,3,0
Aarhus,Sonderjyske,1,2
Odense,Viborg,2,0
Midtjylland,Nordsjaelland,0,1
FC Copenhagen,Hobro,1,0
Aalborg,Brondby,4,1
Esbjerg,Randers FC,0,2
Sonderjyske,Odense,4,0
Viborg,Aalborg,1,0
Brondby,FC Copenhagen,1,0
Randers FC,Midtjylland,0,2
Nordsjaelland,Aarhus,2,0
Hobro,Esbjerg,2,2
Nordsjaelland,Odense,1,5
Randers FC,Hobro,2,1
Aalborg,Sonderjyske,5,0
FC Copenhagen,Viborg,1,0
Brondby,Esbjerg,1,1
Midtjylland,Aarhus,2,0
Midtjylland,Randers FC,2,1
Odense,Sonderjyske,1,2
Aarhus,Nordsjaelland,3,0
Viborg,Brondby,0,2
