HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,HC,AC,HY,AY,HR,AR
Cordoba,Malaga,0,0,0,0,8,1,0,0,0,0
Ferrol,Mirandes,0,0,0,0,2,6,1,4,0,0
Cartagena,Levante,0,1,0,1,5,5,0,1,0,0
Eldense,Almeria,1,0,0,0,3,4,1,3,0,0
Zaragoza,Elche,3,0,1,0,6,3,1,6,0,1
Albacete,Eibar,0,1,0,1,4,3,2,2,0,0
Castellon,Cadiz,1,3,0,0,3,7,2,2,0,0
Cordoba,La Coruna,2,0,1,0,6,4,0,0,0,0
Eibar,Tenerife,1,0,0,0,4,6,1,2,0,0
Levante,Eldense,3,1,1,1,10,2,2,7,0,2
Malaga,Huesca,1,0,1,0,2,3,3,3,0,0
Santander,Sp Gijon,1,0,1,0,5,4,2,5,0,0
Mirandes,Albacete,2,0,1,0,4,2,2,2,0,0
Oviedo,Cartagena,1,0,0,0,6,0,3,3,0,0
Burgos,Zaragoza,1,0,0,0,6,7,3,3,0,0
Cadiz,Ferrol,0,0,0,0,4,3,2,3,0,0
Elche,Granada,2,2,1,0,3,6,1,4,0,0
Almeria,Castellon,2,5,0,1,5,4,0,4,0,0
Granada,Malaga,2,2,0,0,5,7,3,5,0,0
Ferrol,Albacete,1,4,0,0,6,3,1,2,0,0
Eldense,Oviedo,1,1,1,1,7,5,2,3,1,0
La Coruna,Burgos,0,2,0,0,10,5,1,1,0,0
Zaragoza,Levante,2,1,1,1,4,8,1,2,0,0
Tenerife,Sp Gijon,1,1,0,1,5,7,2,2,0,0
Cartagena,Cadiz,1,2,0,1,10,9,4,4,0,0
Castellon,Santander,0,1,0,0,7,3,1,2,0,0
Elche,Mirandes,1,0,0,0,5,0,2,3,0,0
Almeria,Eibar,2,2,0,1,9,3,4,4,0,1
Huesca,Cordoba,4,1,3,1,3,7,2,2,0,1
Albacete,La Coruna,2,5,1,2,10,3,3,2,0,0
Cadiz,Eldense,1,2,0,1,2,4,1,5,0,0
Mirandes,Huesca,1,0,1,0,6,2,2,6,0,0
Sp Gijon,Zaragoza,1,0,1,0,5,5,0,5,0,2
Malaga,Elche,0,3,0,1,4,5,5,4,0,0
Levante,Almeria,4,2,2,2,5,3,1,1,0,0
Burgos,Granada,2,2,0,0,6,3,4,6,0,0
Castellon,Tenerife,2,1,1,0,9,4,1,2,0,0
Cordoba,Ferrol,3,1,1,0,6,4,3,2,0,0
Oviedo,Eibar,1,0,0,0,7,4,1,2,0,1
Santander,Cartagena,1,2,0,1,6,1,0,4,0,0
Huesca,Cadiz,3,1,1,0,2,4,4,5,1,0
Ferrol,Elche,1,0,1,0,5,5,4,4,0,0
Eibar,Sp Gijon,1,3,1,2,2,5,4,4,0,0
Mirandes,Granada,0,1,0,1,8,1,1,5,0,0
Almeria,Burgos,2,0,1,0,5,8,3,2,1,0
Zaragoza,Santander,2,3,0,2,11,1,3,6,0,1
Tenerife,Cartagena,2,0,1,0,3,7,2,1,0,0
La Coruna,Malaga,0,0,0,0,5,5,0,1,0,0
Eldense,Castellon,2,3,2,3,8,1,2,1,0,0
Levante,Oviedo,0,0,0,0,1,9,3,3,0,0
Albacete,Cordoba,1,1,1,0,8,3,1,2,0,0
Tenerife,Zaragoza,2,3,1,0,3,7,4,3,1,0
Cartagena,Ferrol,0,1,0,0,3,1,3,0,0,0
Cadiz,Malaga,2,2,2,0,6,4,1,0,0,0
Eibar,Eldense,1,0,1,0,6,6,1,0,0,0
Huesca,Albacete,2,2,1,2,6,5,3,5,0,0
Oviedo,Almeria,3,2,2,1,6,0,2,3,0,2
Santander,Levante,1,0,0,0,7,3,2,4,0,0
Burgos,Mirandes,0,1,0,0,5,6,5,4,0,0
Granada,Cordoba,1,0,0,0,5,4,0,2,0,1
Elche,La Coruna,0,0,0,0,4,3,2,2,0,0
Sp Gijon,Castellon,2,1,0,1,7,4,3,2,0,0
Cordoba,Cartagena,2,1,0,0,7,2,4,3,0,0
La Coruna,Eldense,1,1,1,1,16,4,3,4,0,0
Malaga,Oviedo,0,0,0,0,6,6,2,3,0,1
Castellon,Levante,2,0,0,0,4,6,2,3,0,0
Granada,Tenerife,4,0,2,0,7,1,3,2,0,0
Mirandes,Eibar,1,0,1,0,4,3,2,5,0,1
Cadiz,Santander,0,1,0,0,4,9,6,3,0,0
Ferrol,Huesca,0,0,0,0,8,3,3,2,1,0
