HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,HC,AC,HY,AY,HR,AR
Airdrie Utd,Arbroath,2,0,1,0,5,5,0,0,0,0
Inverness C,Ayr,3,1,3,0,5,4,2,0,0,0
Partick,Morton,2,1,1,1,2,2,2,3,1,0
Queens Park,Raith Rvs,2,3,0,1,5,1,2,1,1,0
Dunfermline,Inverness C,1,1,0,1,10,7,2,3,0,0
Dunfermline,Arbroath,3,0,0,0,12,1,1,1,0,0
Inverness C,Raith Rvs,1,2,0,0,3,10,2,2,0,0
Partick,Airdrie Utd,2,1,2,0,4,8,1,0,0,0
Raith Rvs,Partick,4,3,1,0,10,9,2,3,0,0
Airdrie Utd,Dunfermline,1,2,0,1,8,4,2,0,0,0
Arbroath,Morton,1,2,0,1,7,4,1,3,0,0
Dundee United,Ayr,1,0,0,0,13,4,0,3,0,0
Queens Park,Inverness C,1,4,1,1,2,3,2,0,0,0
Morton,Inverness C,2,1,1,0,8,2,5,2,0,0
Arbroath,Raith Rvs,1,2,1,1,3,6,2,2,0,0
Ayr,Airdrie Utd,1,0,1,0,4,1,1,3,0,0
Dundee United,Raith Rvs,0,1,0,0,9,3,3,2,0,0
Dunfermline,Partick,1,2,0,2,3,5,1,3,0,0
Inverness C,Arbroath,1,2,1,2,7,4,1,4,0,0
Morton,Queens Park,1,0,1,0,3,7,3,1,1,0
Queens Park,Dundee United,0,0,0,0,4,8,2,1,0,0
Raith Rvs,Ayr,4,4,2,1,9,3,1,0,0,1
Airdrie Utd,Morton,0,0,0,0,3,6,1,1,0,0
Arbroath,Dunfermline,1,1,1,0,10,8,1,1,1,0
Partick,Inverness C,1,1,1,1,5,6,1,3,0,0
Dundee United,Partick,3,0,1,0,9,7,1,3,0,0
Ayr,Dunfermline,2,2,1,2,9,6,1,2,0,0
Inverness C,Morton,0,0,0,0,2,4,0,1,0,0
Queens Park,Airdrie Utd,1,2,1,0,6,4,2,0,0,0
Raith Rvs,Arbroath,2,2,1,0,9,7,1,1,0,0
Airdrie Utd,Inverness C,2,0,0,0,6,5,0,1,0,0
Arbroath,Dundee United,0,3,0,1,3,6,1,2,0,0
Dunfermline,Raith Rvs,1,2,1,1,3,7,4,1,0,0
Morton,Ayr,3,0,1,0,8,1,2,2,0,0
Partick,Queens Park,3,2,1,1,8,2,3,3,0,0
Queens Park,Dunfermline,2,1,0,0,7,0,2,1,0,0
Airdrie Utd,Raith Rvs,1,0,1,0,5,6,3,5,0,1
Ayr,Inverness C,1,3,0,1,6,3,2,3,0,0
Dundee United,Morton,2,3,2,2,10,2,4,4,1,0
Partick,Arbroath,4,0,1,0,3,7,0,2,0,0
Inverness C,Dundee United,0,1,0,0,4,1,1,2,0,0
Arbroath,Ayr,0,0,0,0,4,4,1,2,0,0
Morton,Partick,1,1,1,0,3,6,5,6,0,0
Raith Rvs,Queens Park,1,2,1,1,9,2,4,3,0,0
Ayr,Arbroath,2,0,0,0,6,2,1,3,0,0
Airdrie Utd,Partick,1,1,1,1,3,5,2,3,0,0
