HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,HC,AC,HY,AY,HR,AR
Standard,Club Brugge,1,0,0.0,0.0,3.0,10.0,0.0,2.0,0.0,0.0
Gent,Dender,1,2,0.0,1.0,6.0,3.0,0.0,3.0,0.0,0.0
Standard,Mechelen,0,0,0.0,0.0,6.0,3.0,1.0,1.0,0.0,0.0
Dender,Kortrijk,4,1,2.0,1.0,3.0,9.0,0.0,4.0,0.0,1.0
Westerlo,St. Gilloise,4,3,3.0,1.0,5.0,6.0,5.0,3.0,0.0,0.0
Anderlecht,Oud-Heverlee Leuven,1,1,1.0,1.0,9.0,4.0,3.0,2.0,0.0,0.0
Genk,Club Brugge,3,2,0.0,1.0,5.0,4.0,2.0,2.0,0.0,0.0
Antwerp,St Truiden,6,1,2.0,0.0,5.0,2.0,1.0,0.0,0.0,0.0
Charleroi,Gent,1,0,0.0,0.0,4.0,3.0,3.0,1.0,0.0,0.0
Cercle Brugge,Beerschot VA,4,1,3.0,1.0,8.0,1.0,2.0,2.0,0.0,0.0
St. Gilloise,Charleroi,1,0,0.0,0.0,5.0,4.0,1.0,4.0,0.0,0.0
Beerschot VA,Genk,3,4,1.0,3.0,6.0,3.0,3.0,1.0,0.0,1.0
St Truiden,Dender,3,3,2.0,1.0,3.0,7.0,1.0,1.0,0.0,0.0
Mechelen,Anderlecht,1,3,1.0,2.0,9.0,8.0,1.0,2.0,0.0,0.0
Club Brugge,Antwerp,1,0,0.0,0.0,7.0,8.0,1.0,4.0,0.0,1.0
Oud-Heverlee Leuven,Cercle Brugge,1,1,1.0,1.0,6.0,4.0,3.0,2.0,1.0,0.0
Kortrijk,Standard,1,0,0.0,0.0,13.0,0.0,1.0,1.0,0.0,1.0
Gent,Westerlo,4,1,3.0,1.0,7.0,5.0,2.0,1.0,0.0,0.0
Westerlo,Oud-Heverlee Leuven,1,1,1.0,1.0,7.0,6.0,3.0,2.0,0.0,0.0
Antwerp,Mechelen,0,1,0.0,1.0,14.0,2.0,2.0,2.0,0.0,0.0
Dender,Club Brugge,1,2,1.0,2.0,6.0,1.0,3.0,2.0,0.0,0.0
St Truiden,St. Gilloise,0,0,0.0,0.0,3.0,8.0,2.0,3.0,1.0,0.0
Standard,Beerschot VA,1,0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0
Charleroi,Kortrijk,1,0,1.0,0.0,4.0,2.0,1.0,3.0,0.0,0.0
Genk,Westerlo,1,0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0
Mechelen,Charleroi,5,2,3.0,2.0,0.0,7.0,1.0,3.0,0.0,0.0
Beerschot VA,Dender,1,2,0.0,2.0,0.0,2.0,4.0,1.0,0.0,0.0
Oud-Heverlee Leuven,Standard,2,0,1.0,0.0,11.0,3.0,4.0,4.0,0.0,0.0
Club Brugge,Cercle Brugge,3,0,2.0,0.0,4.0,5.0,1.0,1.0,0.0,0.0
Gent,Antwerp,1,1,1.0,1.0,1.0,5.0,4.0,3.0,0.0,0.0
St. Gilloise,Anderlecht,0,0,0.0,0.0,8.0,4.0,3.0,4.0,0.0,0.0
Kortrijk,St Truiden,1,1,0.0,1.0,8.0,6.0,1.0,1.0,0.0,0.0
Dender,Standard,0,2,0.0,1.0,8.0,0.0,2.0,2.0,0.0,0.0
Cercle Brugge,Genk,2,3,2.0,2.0,6.0,6.0,0.0,1.0,0.0,0.0
