HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,HC,AC,HY,AY,HR,AR
Torino,Monza,1,1,0,0,7,3,1,2,0,0
Napoli,Roma,1,0,0,0,8,2,0,3,0,0
Lazio,Bologna,3,0,0,0,3,0,3,3,0,1
Empoli,Udinese,1,1,1,0,1,8,3,2,0,0
Venezia,Lecce,0,1,0,0,6,2,1,3,0,0
Cagliari,Verona,1,0,0,0,7,1,1,2,0,0
Como,Monza,1,1,1,0,11,4,3,0,0,0
Milan,Empoli,3,0,2,0,7,3,2,2,0,0
Bologna,Venezia,3,0,1,0,1,0,0,2,0,0
Udinese,Genoa,0,2,0,1,6,4,2,3,1,0
Parma,Lazio,3,1,1,0,4,10,4,3,0,0
Torino,Napoli,0,1,0,1,4,7,4,1,0,0
Lecce,Juventus,1,1,0,0,2,7,1,4,0,0
Roma,Atalanta,0,2,0,0,2,4,2,3,0,0
Inter,Parma,3,1,1,0,10,1,1,1,0,0
Atalanta,Milan,2,1,1,1,7,0,2,0,0,0
Genoa,Torino,0,0,0,0,4,4,2,1,0,0
Juventus,Bologna,2,2,0,1,1,4,3,4,0,0
Roma,Lecce,4,1,1,1,8,1,2,3,0,0
Fiorentina,Cagliari,1,0,1,0,6,4,3,2,0,0
Verona,Empoli,1,4,1,4,5,8,2,2,0,0
Venezia,Como,2,2,1,0,5,9,1,1,0,0
Napoli,Lazio,0,1,0,0,6,2,2,3,0,0
Monza,Udinese,1,2,0,1,10,1,1,2,0,0
Empoli,Torino,0,1,0,0,12,3,2,3,0,0
Cagliari,Atalanta,0,1,0,0,2,5,3,3,0,0
Udinese,Napoli,1,3,1,0,3,9,1,1,0,0
Juventus,Venezia,2,2,1,0,7,4,1,3,0,0
Lecce,Monza,2,1,2,1,2,7,1,5,0,0
Bologna,Fiorentina,1,0,0,0,1,3,2,2,0,0
Parma,Verona,2,3,1,1,5,2,1,3,0,0
Como,Roma,2,0,0,0,6,5,6,1,0,0
Milan,Genoa,0,0,0,0,9,2,0,2,0,0
Lazio,Inter,0,6,0,2,4,2,2,4,0,0
Verona,Milan,0,1,0,0,3,8,1,1,0,0
Torino,Bologna,0,2,0,0,4,0,0,2,0,0
Genoa,Napoli,1,2,0,2,5,6,2,1,0,0
Lecce,Lazio,1,2,0,1,6,6,3,1,1,0
Roma,Parma,5,0,2,0,5,2,1,2,0,0
Venezia,Cagliari,2,1,1,0,4,8,1,2,0,0
Atalanta,Empoli,3,2,2,1,6,3,1,1,0,0
Monza,Juventus,1,2,1,2,3,7,1,1,0,0
Fiorentina,Udinese,1,2,1,0,10,2,2,5,0,0
Inter,Como,2,0,0,0,7,1,2,2,0,0
Empoli,Genoa,1,2,0,0,7,4,1,2,0,0
Parma,Monza,2,1,0,0,4,6,3,7,0,1
Cagliari,Inter,0,3,0,0,5,7,0,0,0,0
Lazio,Atalanta,1,1,1,0,2,7,2,3,0,0
Udinese,Torino,2,2,1,0,4,3,1,0,0,0
