HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,HC,AC,HY,AY,HR,AR
Blackburn,Watford,1,1,1,1,7,8,0,2,0,0
Bristol City,Sheffield Weds,2,0,0,0,9,7,0,0,0,0
Hull,Swansea,2,1,2,0,6,7,3,2,0,0
Leicester,Oxford,1,2,0,1,12,4,0,3,0,0
QPR,Wrexham,2,3,1,0,7,3,1,2,1,0
Sheffield United,Ipswich,3,1,2,0,4,5,0,4,1,0
Portsmouth,Southampton,1,1,0,0,4,2,2,1,0,0
Norwich,Coventry,2,1,0,1,4,7,1,1,0,0
Bristol City,Derby,0,5,0,3,4,1,1,1,0,0
Leicester,Charlton,0,2,0,2,6,2,0,2,1,0
Sheffield Weds,Wrexham,0,1,0,0,3,8,0,0,0,0
Stoke,Southampton,0,2,0,1,4,5,2,3,0,0
Blackburn,Hull,0,1,0,0,8,4,2,0,0,0
Ipswich,Preston,1,1,0,0,9,3,1,2,0,0
Middlesbrough,Norwich,1,0,1,0,3,5,2,2,0,0
Millwall,Sheffield United,1,1,1,1,6,8,2,1,0,0
Oxford,Birmingham,0,2,0,1,4,4,2,2,0,0
Portsmouth,West Brom,3,0,2,0,3,3,0,2,0,0
QPR,Coventry,2,1,0,0,5,5,1,2,0,0
Watford,Swansea,0,2,0,0,5,8,1,2,1,0
Blackburn,Sheffield Weds,1,0,1,0,8,2,4,2,0,0
Hull,Watford,0,0,0,0,7,5,4,3,0,0
Sheffield United,Oxford,3,1,1,1,10,2,3,4,0,0
Charlton,QPR,0,0,0,0,7,5,2,1,0,0
Derby,Ipswich,1,2,0,1,3,7,1,4,1,0
Norwich,Blackburn,2,0,0,0,5,4,2,2,0,0
Southampton,Watford,1,0,0,0,3,9,3,1,0,0
Birmingham,Leicester,2,1,1,1,10,1,0,2,0,1
Coventry,Oxford,0,0,0,0,10,0,1,6,0,1
Hull,Bristol City,2,3,1,2,2,4,2,0,0,0
Preston,Portsmouth,1,0,1,0,2,14,3,1,0,0
West Brom,Stoke,0,0,0,0,2,2,1,1,0,0
Wrexham,Millwall,0,2,0,0,5,4,1,3,0,0
Swansea,Sheffield Weds,4,0,1,0,8,2,2,2,0,0
Sheffield United,Middlesbrough,1,2,0,2,8,8,3,2,1,0
Leicester,Southampton,3,4,3,0,3,9,0,1,0,0
Oxford,Norwich,0,3,0,2,2,4,1,1,0,0
Birmingham,West Brom,0,0,0,0,11,3,1,5,0,0
Charlton,Stoke,1,0,0,0,6,5,2,4,0,0
Derby,Swansea,2,0,0,0,6,2,2,2,0,0
Portsmouth,Sheffield United,0,1,0,0,11,4,1,4,0,0
Preston,Watford,2,2,1,0,9,7,1,1,0,0
QPR,Blackburn,1,3,1,2,8,1,2,3,0,0
Sheffield Weds,Millwall,1,2,0,0,3,11,3,2,0,0
Coventry,Middlesbrough,3,1,1,0,3,2,3,2,0,0
Bristol City,Wrexham,2,2,0,1,3,2,2,3,0,0
Charlton,Portsmouth,1,3,0,2,3,2,7,2,0,0
Blackburn,Preston,1,0,0,0,5,3,2,2,0,0
Hull,QPR,1,3,1,1,8,4,3,1,0,0
Stoke,Leicester,2,2,1,0,7,4,2,1,0,0
Swansea,Bristol City,1,0,1,0,3,5,2,4,0,0
West Brom,Coventry,0,2,0,2,3,2,0,3,0,0
Middlesbrough,Oxford,0,0,0,0,9,5,3,1,0,0
Millwall,Portsmouth,1,3,0,0,6,4,1,2,0,0
Norwich,Birmingham,1,2,0,2,6,5,0,1,0,0
Southampton,Charlton,1,1,0,0,10,1,2,1,0,0
Watford,Derby,2,0,1,0,2,2,2,2,0,0
Wrexham,Ipswich,5,3,2,2,5,2,5,4,0,0
Sheffield United,Sheffield Weds,2,1,2,0,2,6,1,5,1,1
Blackburn,Bristol City,1,2,1,2,6,4,2,2,0,0
Hull,Derby,4,2,2,2,7,3,2,2,0,0
Middlesbrough,Leicester,1,1,1,1,8,5,1,1,0,0
Swansea,Preston,1,1,0,1,4,8,2,2,0,0
Watford,Ipswich,0,2,0,1,3,4,2,3,0,0
West Brom,Charlton,1,1,1,0,7,0,2,3,0,0
Wrexham,Portsmouth,2,1,2,0,3,15,0,1,0,0
Southampton,QPR,5,0,2,0,5,3,1,0,0,0
Millwall,Birmingham,3,0,2,0,7,5,1,0,0,1
Norwich,Sheffield Weds,2,0,2,0,3,4,0,0,0,0
Sheffield United,Coventry,1,2,0,0,7,3,3,2,0,0
Stoke,Oxford,2,1,1,1,8,7,2,1,0,0
Bristol City,Watford,1,2,1,1,3,3,2,3,0,0
Derby,Blackburn,3,1,0,1,2,3,3,4,0,0
Leicester,Norwich,0,2,0,0,6,7,2,2,0,0
Portsmouth,Hull,0,1,0,0,11,2,0,3,0,0
Charlton,Wrexham,0,1,0,1,4,2,2,1,0,0
Coventry,Stoke,2,1,1,1,7,1,1,1,0,0
Ipswich,Swansea,3,0,2,0,4,0,1,0,0,0
Oxford,West Brom,2,1,2,1,5,6,0,2,0,0
Preston,Millwall,0,2,0,1,2,6,3,2,0,0
QPR,Sheffield United,0,2,0,2,7,4,2,2,0,0
Sheffield Weds,Southampton,1,3,0,2,5,8,0,1,0,0
Birmingham,Middlesbrough,1,3,0,2,6,2,2,4,0,0
Ipswich,Hull,1,0,0,0,6,4,2,4,0,0
Preston,Oxford,1,3,1,1,9,5,1,1,0,0
Blackburn,Portsmouth,1,1,0,0,4,5,2,0,0,0
Hull,Millwall,1,3,1,1,5,2,2,4,0,0
Bristol City,Coventry,0,2,0,2,11,3,2,2,1,1
Charlton,Birmingham,1,0,0,0,3,3,0,1,0,0
Derby,Sheffield Weds,2,1,2,1,6,2,1,1,0,0
Ipswich,Leicester,1,1,0,1,10,2,3,3,0,0
Sheffield United,West Brom,1,1,0,0,5,7,2,1,0,0
Swansea,Stoke,2,0,0,0,13,5,2,4,0,1
QPR,Middlesbrough,0,4,0,1,3,8,0,0,0,0
Leicester,Bristol City,2,0,2,0,5,9,2,3,0,0
Millwall,Derby,1,0,1,0,6,2,0,3,0,0
Portsmouth,Swansea,1,2,0,2,6,0,1,2,0,0
Sheffield Weds,Watford,1,1,0,0,5,5,3,3,0,0
Wrexham,Hull,1,2,0,1,8,4,3,4,0,0
Stoke,Ipswich,3,3,2,0,5,9,0,4,0,0
Birmingham,QPR,1,0,1,0,10,1,4,0,0,0
Middlesbrough,Charlton,0,1,0,0,11,2,0,2,0,0
Norwich,Sheffield United,2,1,0,1,11,4,2,2,0,0
Oxford,Blackburn,1,0,1,0,6,4,0,2,0,0
West Brom,Southampton,1,1,1,0,5,3,2,2,0,0
Coventry,Preston,3,0,2,0,8,1,0,0,0,0
Wrexham,Swansea,2,0,1,0,5,5,0,2,0,0
Coventry,Southampton,1,2,0,0,7,5,3,2,0,0
Middlesbrough,Bristol City,1,1,0,0,9,4,1,5,0,0
Oxford,Charlton,1,1,0,0,3,6,3,4,0,0
