HomeTeam,AwayTeam,FTHG,FTAG
Lahti,HIFK,0,5
VPS,Jaro,2,1
Mariehamn,Inter Turku,0,2
SJK,HJK,3,0
HIFK,KTP,0,0
Jaro,KuPS,1,1
Ilves,Lahti,1,2
KTP,HJK,1,1
Rovaniemi,VPS,2,1
HIFK,SJK,1,0
Inter Turku,KuPS,3,1
Mariehamn,HJK,0,2
KTP,HIFK,1,0
KuPS,Jaro,2,0
Lahti,Inter Turku,3,1
SJK,Ilves,2,1
VPS,HJK,1,2
Mariehamn,Rovaniemi,1,0
HIFK,Lahti,3,3
Ilves,VPS,1,3
Inter Turku,Jaro,1,0
HJK,Mariehamn,4,0
Ilves,HIFK,1,3
Inter Turku,SJK,0,2
Jaro,Lahti,1,1
Rovaniemi,KuPS,2,1
VPS,KTP,1,1
HIFK,Inter Turku,2,0
KTP,Ilves,1,2
KuPS,HJK,0,1
Lahti,Rovaniemi,1,4
Mariehamn,VPS,2,0
SJK,Jaro,2,0
PK-35 Vantaa,KTP,0,0
KTP,PK-35 Vantaa,2,3
HJK,Mariehamn,2,0
PK-35 Vantaa,Rovaniemi,3,4
HJK,VPS,3,1
Inter Turku,Lahti,1,1
KuPS,Ilves,0,1
Mariehamn,Rovaniemi,1,0
PK-35 Vantaa,HIFK,0,2
PS Kemi,SJK,3,0
HIFK,Inter Turku,1,2
KuPS,PK-35 Vantaa,2,3
Rovaniemi,HJK,2,2
SJK,Mariehamn,0,1
PS Kemi,Mariehamn,1,2
PK-35 Vantaa,VPS,0,2
HJK,SJK,2,1
Inter Turku,KuPS,3,1
Lahti,HIFK,2,2
KuPS,Lahti,2,0
Rovaniemi,PK-35 Vantaa,1,0
SJK,Ilves,0,2
VPS,Inter Turku,0,0
Mariehamn,HJK,0,0
HIFK,PS Kemi,0,0
HIFK,KuPS,3,2
Inter Turku,Rovaniemi,1,2
Lahti,VPS,4,0
Ilves,Mariehamn,0,1
PK-35 Vantaa,SJK,0,0
PS Kemi,HJK,1,0
