HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,HC,AC,HY,AY,HR,AR
Barcelona,Real Madrid,4,3,4,2,10,2,4,3,0,0
Ath Bilbao,Alaves,1,0,0,0,9,2,1,1,0,0
Betis,Osasuna,1,1,0,0,6,7,3,2,0,0
Valladolid,Girona,0,1,0,0,6,4,0,0,0,0
Sociedad,Celta,0,1,0,1,14,1,3,1,0,0
Sevilla,Las Palmas,1,0,0,0,4,2,6,6,0,0
Alaves,Valencia,1,0,0,0,9,4,4,3,0,0
Villarreal,Leganes,3,0,3,0,3,6,1,1,0,0
Real Madrid,Mallorca,2,1,0,1,26,0,0,3,0,0
Vallecano,Betis,2,2,2,0,10,7,1,3,0,0
Osasuna,Ath Madrid,2,0,1,0,3,5,1,1,0,0
Espanol,Barcelona,0,2,0,0,3,3,2,2,1,0
Getafe,Ath Bilbao,0,2,0,0,2,5,1,0,0,0
Ath Madrid,Betis,4,1,2,0,7,4,1,1,0,0
Barcelona,Villarreal,2,3,2,1,11,3,2,0,0,0
Celta,Vallecano,1,2,1,2,9,2,2,3,0,0
Las Palmas,Leganes,0,1,0,1,9,2,2,2,0,0
Mallorca,Getafe,1,2,0,0,3,4,2,2,0,0
Osasuna,Espanol,2,0,1,0,8,6,1,1,0,0
Sevilla,Real Madrid,0,2,0,0,1,7,0,1,2,0
Sociedad,Girona,3,2,2,1,9,2,1,3,0,0
Valencia,Ath Bilbao,0,1,0,0,5,3,3,1,0,0
Valladolid,Alaves,0,1,0,1,5,9,0,2,0,0
Betis,Valencia,1,1,1,0,3,2,1,2,0,0
Real Madrid,Sociedad,2,0,1,0,11,4,0,0,0,0
Espanol,Las Palmas,2,0,0,0,3,6,3,2,0,0
Leganes,Valladolid,3,0,3,0,3,4,0,1,0,0
Alaves,Osasuna,1,1,0,0,5,9,2,2,0,0
Getafe,Celta,1,2,1,1,2,6,3,4,1,0
Vallecano,Mallorca,0,0,0,0,11,2,2,2,0,0
Girona,Ath Madrid,0,4,0,0,1,8,0,1,0,0
Villarreal,Sevilla,4,2,3,1,3,5,0,1,0,0
Ath Bilbao,Barcelona,0,3,0,2,2,6,1,0,0,0
Almeria,Vallecano,0,2,0,2,8,3,1,3,0,0
Sevilla,Valencia,1,2,0,0,8,1,3,2,1,0
Sociedad,Girona,1,1,1,0,4,1,2,5,0,0
Las Palmas,Mallorca,1,1,1,0,3,6,3,2,0,0
Ath Bilbao,Real Madrid,0,2,0,2,7,5,3,1,0,0
Celta,Osasuna,0,2,0,1,7,2,1,1,0,0
Villarreal,Betis,1,2,0,1,9,4,1,3,0,0
Getafe,Barcelona,0,0,0,0,3,4,8,2,1,1
Cadiz,Alaves,1,0,1,0,2,4,3,2,1,0
Ath Madrid,Granada,3,1,1,0,3,3,3,1,0,0
Mallorca,Villarreal,0,1,0,0,6,5,2,4,0,0
